Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Jefferson,06/11/2020,3,0.6,20,43425,6.9,1.3,46.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Delaware,06/11/2020,47,34.1,6935,566747,8.3,6,1223.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Schuylkill,03/08/2021,24,18.7,12213,141359,17,13.2,8639.7,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Northampton,04/01/2020,72,47.3,398,305285,23.6,15.5,130.4,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Potter,01/13/2021,11,10.6,759,16526,66.6,64,4592.8,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Forest,08/31/2020,0,0.1,14,7247,0,2,193.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cameron,01/21/2021,3,2.4,226,4447,67.5,54.6,5082.1,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Chester,04/04/2020,19,19.4,278,524989,3.6,3.7,53,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Clearfield,08/24/2020,2,2.3,223,79255,2.5,2.9,281.4,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Bucks,08/21/2020,32,26.3,7619,628270,5.1,4.2,1212.7,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Fulton,05/02/2020,0,0.4,5,14530,0,2.9,34.4,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Franklin,11/24/2020,160,94.7,4104,155027,103.2,61.1,2647.3,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Blair,03/18/2020,0,0,0,121829,0,0,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Mercer,03/01/2020,0,,0,109424,0,,0,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Fulton,08/22/2020,0,0.4,31,14530,0,2.9,213.4,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Armstrong,12/25/2020,14,52.1,3237,64735,21.6,80.5,5000.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Schuylkill,06/12/2020,4,3.6,689,141359,2.8,2.5,487.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bucks,07/07/2020,19,25.4,6027,628270,3,4,959.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Sullivan,03/25/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Pennsylvania,03/29/2020,701,505,4230,12801989,5.5,3.9,33,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Butler,03/02/2020,0,,0,187853,0,,0,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Bedford,04/22/2020,4,1.3,20,47888,8.4,2.7,41.8,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Perry,03/30/2020,0,0.1,1,46272,0,0.3,2.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Potter,11/13/2020,3,4,104,16526,18.2,24.2,629.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Franklin,04/10/2020,2,4.6,59,155027,1.3,2.9,38.1,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Schuylkill,12/24/2020,124,131.9,7168,141359,87.7,93.3,5070.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Juniata,09/21/2020,1,1.9,183,24763,4,7.5,739,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Sullivan,10/19/2020,0,0.1,17,6066,0,2.4,280.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Potter,01/06/2021,5,12,685,16526,30.3,72.6,4145,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Susquehanna,06/28/2020,1,0.6,188,40328,2.5,1.4,466.2,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Wyoming,03/15/2020,0,0,0,26794,0,0,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Lawrence,11/13/2020,46,41.3,1529,85512,53.8,48.3,1788.1,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Indiana,10/15/2020,23,11.9,933,84073,27.4,14.1,1109.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Crawford,03/23/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Susquehanna,07/02/2020,1,0.7,190,40328,2.5,1.8,471.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Mifflin,03/07/2020,0,,0,46138,0,,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Wyoming,03/16/2020,0,0,0,26794,0,0,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Cameron,03/17/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
York,04/11/2020,15,19.4,313,449058,3.3,4.3,69.7,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Juniata,08/10/2020,0,0.7,133,24763,0,2.9,537.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Juniata,06/05/2020,1,0.1,94,24763,4,0.6,379.6,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Schuylkill,05/15/2020,6,11,517,141359,4.2,7.8,365.7,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Franklin,03/01/2021,40,26.1,12541,155027,25.8,16.9,8089.6,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Venango,03/14/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Schuylkill,03/29/2021,39,36.1,12785,141359,27.6,25.6,9044.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Beaver,07/20/2020,44,20.4,1027,163929,26.8,12.5,626.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Greene,04/20/2021,4,7.6,3099,36233,11,20.9,8553,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Forest,04/28/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Centre,06/21/2020,5,1.9,191,162385,3.1,1.1,117.6,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Northampton,08/05/2020,9,12.7,3933,305285,2.9,4.2,1288.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Potter,10/09/2020,1,0.9,37,16526,6.1,5.2,223.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Sullivan,10/25/2020,1,0.4,20,6066,16.5,7.1,329.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Monroe,04/19/2020,8,21.6,974,170271,4.7,12.7,572,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Warren,03/27/2020,0,0.1,1,39191,0,0.4,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Crawford,09/06/2020,1,3.1,247,84629,1.2,3.7,291.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Elk,04/14/2021,11,9.6,2722,29910,36.8,32,9100.6,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Clearfield,08/01/2020,1,2.9,142,79255,1.3,3.6,179.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Beaver,09/22/2020,5,6.4,1867,163929,3.1,3.9,1138.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Cumberland,10/29/2020,28,26.4,2551,253370,11.1,10.4,1006.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Erie,04/06/2020,6,1.9,32,269728,2.2,0.7,11.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Clinton,08/03/2020,0,0.7,117,38632,0,1.8,302.9,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Jefferson,01/01/2021,27,20.1,1946,43425,62.2,46.4,4481.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Franklin,12/28/2020,116,89,8402,155027,74.8,57.4,5419.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Schuylkill,09/26/2020,19,11.6,1167,141359,13.4,8.2,825.6,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Delaware,05/06/2020,134,117.7,4617,566747,23.6,20.8,814.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Monroe,03/20/2020,7,3.6,27,170271,4.1,2.1,15.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Northampton,03/11/2020,1,0.1,1,305285,0.3,0,0.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Juniata,11/23/2020,11,23.1,637,24763,44.4,93.5,2572.4,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Beaver,06/07/2020,0,2.6,612,163929,0,1.6,373.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Warren,03/20/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Schuylkill,04/06/2021,49,43.4,13146,141359,34.7,30.7,9299.7,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Armstrong,04/15/2020,3,1.7,32,64735,4.6,2.6,49.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Franklin,03/14/2020,0,0,0,155027,0,0,0,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Schuylkill,11/05/2020,29,38.3,2405,141359,20.5,27.1,1701.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Forest,04/11/2020,0,0.3,7,7247,0,3.9,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lycoming,07/17/2020,1,3.4,269,113299,0.9,3,237.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Beaver,07/19/2020,10,17.4,983,163929,6.1,10.6,599.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Greene,03/25/2020,1,0.4,3,36233,2.8,1.2,8.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Potter,03/31/2021,3,1.3,984,16526,18.2,7.8,5954.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Monroe,07/08/2020,5,3.9,1464,170271,2.9,2.3,859.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Armstrong,12/20/2020,56,53.9,2959,64735,86.5,83.2,4570.9,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Perry,03/27/2020,1,0.1,1,46272,2.2,0.3,2.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Lawrence,01/20/2021,33,36.3,5202,85512,38.6,42.4,6083.4,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Lawrence,10/11/2020,8,9.6,637,85512,9.4,11.2,744.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Chester,05/21/2020,53,35.6,2352,524989,10.1,6.8,448,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Clinton,07/01/2020,0,0.9,81,38632,0,2.2,209.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
York,04/09/2020,33,23.4,285,449058,7.3,5.2,63.5,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Blair,06/11/2020,1,0.1,58,121829,0.8,0.1,47.6,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Erie,03/14/2020,0,0,0,269728,0,0,0,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Sullivan,11/21/2020,1,1.7,46,6066,16.5,28.3,758.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Erie,07/04/2020,5,9.4,664,269728,1.9,3.5,246.2,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Fulton,03/15/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Schuylkill,07/01/2020,3,3,760,141359,2.1,2.1,537.6,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Cambria,05/01/2020,1,1.9,35,130192,0.8,1.4,26.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Bradford,08/31/2020,0,0.3,112,60323,0,0.5,185.7,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lawrence,03/23/2020,0,0,0,85512,0,0,0,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Bucks,05/21/2020,47,61.7,4857,628270,7.5,9.8,773.1,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Chester,03/25/2020,29,10.3,86,524989,5.5,2,16.4,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Susquehanna,11/13/2020,4,4.7,500,40328,9.9,11.7,1239.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Clearfield,07/29/2020,3,2.3,129,79255,3.8,2.9,162.8,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Lawrence,01/25/2021,19,30.9,5347,85512,22.2,36.1,6252.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Clearfield,05/12/2020,1,1,34,79255,1.3,1.3,42.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Jefferson,12/27/2020,9,22,1822,43425,20.7,50.7,4195.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Warren,07/12/2020,0,0.3,9,39191,0,0.7,23,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Potter,07/01/2020,0,0.1,15,16526,0,0.9,90.8,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Fayette,04/25/2020,0,1.9,86,129274,0,1.4,66.5,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Bucks,04/12/2020,44,80.9,1238,628270,7,12.9,197,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Montgomery,05/04/2020,48,93.9,4860,830915,5.8,11.3,584.9,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Sullivan,06/19/2020,0,0.1,4,6066,0,2.4,65.9,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Somerset,04/15/2020,0,1,14,73447,0,1.4,19.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Sullivan,04/03/2020,1,0.1,1,6066,16.5,2.4,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Fulton,06/25/2020,0,0.1,18,14530,0,1,123.9,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Beaver,07/10/2020,13,14.7,834,163929,7.9,9,508.8,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Columbia,06/07/2020,1,2.3,365,64964,1.5,3.5,561.8,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Jefferson,12/11/2020,49,47.1,1400,43425,112.8,108.6,3223.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Greene,12/24/2020,24,36.7,1505,36233,66.2,101.3,4153.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Bradford,06/24/2020,0,0.4,60,60323,0,0.7,99.5,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Mercer,04/05/2020,0,1.6,18,109424,0,1.4,16.4,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Fulton,03/12/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Lawrence,02/07/2021,9,21.6,5653,85512,10.5,25.2,6610.8,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Forest,09/17/2020,0,0,14,7247,0,0,193.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Forest,03/04/2020,0,,0,7247,0,,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Schuylkill,05/05/2020,12,11,422,141359,8.5,7.8,298.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bedford,05/07/2020,1,0.6,28,47888,2.1,1.2,58.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Wyoming,04/02/2020,0,0.3,3,26794,0,1.1,11.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Sullivan,04/10/2020,0,0,1,6066,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Tioga,03/26/2020,0,0,0,40591,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Schuylkill,03/16/2020,0,0,0,141359,0,0,0,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Greene,04/15/2020,1,0.6,25,36233,2.8,1.6,69,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Fayette,09/14/2020,2,4.9,760,129274,1.5,3.8,587.9,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Union,03/10/2020,0,0,0,44923,0,0,0,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Bucks,02/15/2021,115,179.6,43094,628270,18.3,28.6,6859.2,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Wyoming,04/06/2020,0,0.6,5,26794,0,2.1,18.7,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Cumberland,09/20/2020,6,11,1787,253370,2.4,4.3,705.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Columbia,05/08/2020,5,3.4,323,64964,7.7,5.3,497.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Snyder,04/03/2020,3,0.7,7,40372,7.4,1.8,17.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Juniata,06/02/2020,0,0,93,24763,0,0,375.6,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Indiana,04/12/2020,1,3.7,43,84073,1.2,4.4,51.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Crawford,03/13/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Clarion,03/21/2020,0,0,0,38438,0,0,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Forest,07/19/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Crawford,11/17/2020,65,62,1258,84629,76.8,73.3,1486.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Sullivan,11/19/2020,1,1.6,41,6066,16.5,25.9,675.9,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Indiana,06/13/2020,1,0.4,95,84073,1.2,0.5,113,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Sullivan,05/03/2020,0,0,1,6066,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Cameron,04/12/2020,0,0,1,4447,0,0,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Greene,11/14/2020,26,16,455,36233,71.8,44.2,1255.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Warren,03/23/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Sullivan,05/07/2020,0,0,1,6066,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Potter,01/18/2021,5,8.1,792,16526,30.3,49.3,4792.4,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Warren,04/02/2020,0,0,1,39191,0,0,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Lycoming,07/07/2020,15,6.6,235,113299,13.2,5.8,207.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Greene,03/10/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Delaware,04/18/2020,94,119,2474,566747,16.6,21,436.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Clearfield,05/24/2020,0,0.4,39,79255,0,0.5,49.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Chester,05/27/2020,52,40.7,2584,524989,9.9,7.8,492.2,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Luzerne,03/13/2020,0,0,0,317417,0,0,0,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Armstrong,01/15/2021,46,41.7,4311,64735,71.1,64.4,6659.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Cumberland,08/26/2020,14,11.1,1509,253370,5.5,4.4,595.6,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Juniata,06/20/2020,0,0.1,107,24763,0,0.6,432.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Lawrence,11/08/2020,30,41.4,1303,85512,35.1,48.4,1523.8,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Blair,08/05/2020,15,8,262,121829,12.3,6.6,215.1,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Luzerne,03/04/2020,0,,0,317417,0,,0,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Beaver,07/25/2020,8,22.4,1130,163929,4.9,13.7,689.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Forest,05/27/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Warren,07/17/2020,0,0.4,11,39191,0,1.1,28.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Blair,06/28/2020,0,1.9,79,121829,0,1.5,64.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Beaver,10/13/2020,13,12.9,2105,163929,7.9,7.8,1284.1,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Potter,03/09/2021,0,1,957,16526,0,6.1,5790.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Dauphin,03/01/2020,0,,0,278299,0,,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Bedford,01/25/2021,13,15.7,3532,47888,27.1,32.8,7375.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Greene,12/21/2020,26,33.7,1402,36233,71.8,93,3869.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Forest,03/14/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cameron,11/12/2020,0,0.3,16,4447,0,6.4,359.8,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Bradford,06/20/2020,0,0.7,57,60323,0,1.2,94.5,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Bucks,07/09/2020,27,28.4,6090,628270,4.3,4.5,969.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Pike,03/28/2020,6,4.4,34,55809,10.8,7.9,60.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Lehigh,04/09/2020,106,140.4,1573,369318,28.7,38,425.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Pike,04/11/2020,4,14.6,221,55809,7.2,26.1,396,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Northampton,03/02/2020,0,,0,305285,0,,0,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Schuylkill,01/31/2021,34,67.9,11307,141359,24.1,48,7998.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bradford,04/26/2020,0,0.6,31,60323,0,0.9,51.4,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Fayette,04/15/2020,1,2.3,67,129274,0.8,1.8,51.8,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Clinton,07/14/2020,4,2.1,103,38632,10.4,5.5,266.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Cameron,10/20/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Jefferson,11/26/2020,23,24.4,716,43425,53,56.3,1648.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Potter,06/02/2020,0,0,4,16526,0,0,24.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Potter,05/26/2020,0,0,4,16526,0,0,24.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Wyoming,05/16/2020,0,0.6,31,26794,0,2.1,115.7,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Susquehanna,07/23/2020,0,1,207,40328,0,2.5,513.3,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Sullivan,06/27/2020,1,0.3,6,6066,16.5,4.7,98.9,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Clearfield,09/21/2020,1,3.9,329,79255,1.3,4.9,415.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Adams,03/27/2020,1,0.7,9,103009,1,0.7,8.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Allegheny,06/08/2020,19,14.3,2041,1216045,1.6,1.2,167.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lehigh,03/18/2020,1,0.1,1,369318,0.3,0,0.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Mercer,03/31/2020,0,0.7,8,109424,0,0.7,7.3,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Bucks,09/04/2020,34,36,8031,628270,5.4,5.7,1278.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Allegheny,04/08/2020,38,47.1,766,1216045,3.1,3.9,63,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Schuylkill,11/09/2020,86,46.1,2628,141359,60.8,32.6,1859.1,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Cameron,03/02/2020,0,,0,4447,0,,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
